STATE_CD,LAND_USE,OWN_CD,POINT_COUNT,OWN_ID,RESPONSE,ACRES_FOREST,OWN_TYPE,HOME,OBJECTIVE_TIMBER,OWNER_AGE
1,1,44,1,-1,,,,,,
1,1,44,3,-1,,,,,,
1,1,44,1,-1,,,,,,
1,1,44,1,-1,,,,,,
1,1,44,1,-1,,,,,,
1,1,44,1,-1,,,,,,
1,1,44,1,-1,,,,,,
1,1,45,1,1,0,,,,,
1,1,45,1,2,0,,,,,
1,1,45,1,3,0,,,,,
1,1,45,1,4,0,,,,,
1,1,45,1,5,0,,,,,
1,1,45,1,6,0,,,,,
1,1,45,1,7,0,,,,,
1,1,45,1,8,0,,,,,
1,1,45,1,9,0,,,,,
1,1,45,1,10,0,,,,,
1,1,45,1,11,0,,,,,
1,1,45,1,12,0,,,,,
1,1,45,1,13,0,,,,,
1,1,45,1,14,0,,,,,
1,1,45,1,15,0,,,,,
1,1,45,1,16,0,,,,,
1,1,45,1,17,0,,,,,
1,1,45,1,18,0,,,,,
1,1,45,1,19,0,,,,,
1,1,45,1,20,0,,,,,
1,1,45,1,21,1,1,2,1,1,32
1,1,45,1,22,1,2,2,8,8,68
1,1,45,1,23,1,2,1,1,8,63
1,1,45,1,24,1,3,2,1,8,58
1,1,45,1,25,1,5,2,1,1,68
1,1,45,1,26,1,5,2,1,2,74
1,1,45,1,27,1,5,1,1,1,-1
1,1,45,1,28,1,5,2,0,1,50
1,1,45,1,29,1,7,2,1,3,55
1,1,45,1,30,1,8,2,1,1,65
1,1,45,1,31,1,8,2,1,3,49
1,1,45,1,32,1,9,3,0,3,-1
1,1,45,1,33,1,9,5,1,1,72
1,1,45,1,34,1,9,2,1,3,44
1,1,45,1,35,1,10,2,1,2,40
1,1,45,1,36,1,10,1,1,8,-1
1,1,45,1,37,1,12,2,1,3,81
1,1,45,1,38,1,12,1,1,1,89
1,1,45,1,39,1,13,1,1,2,68
1,1,45,1,40,1,15,3,0,2,-1
1,1,45,1,41,1,15,1,0,2,64
1,1,45,1,42,1,15,2,1,2,57
1,1,45,1,43,1,15,2,0,5,-1
1,1,45,1,44,1,15,5,0,2,80
1,1,45,1,45,1,15,1,1,1,-1
1,1,45,1,46,1,17,1,1,4,60
1,1,45,1,47,1,18,2,1,3,53
1,1,45,1,48,1,20,1,1,3,61
1,1,45,1,49,1,20,2,1,2,-1
1,1,45,1,50,1,20,4,1,1,59
1,1,45,1,51,1,20,1,1,1,52
1,1,45,1,52,1,20,2,0,1,57
1,1,45,1,53,1,20,1,1,1,68
1,1,45,1,54,1,22,2,1,1,57
1,1,45,1,55,1,23,-1,-1,-1,52
1,1,45,1,56,1,24,-1,-1,-1,60
1,1,45,1,57,1,25,2,0,2,71
1,1,45,1,58,1,26,2,0,1,56
1,1,45,1,59,1,27,3,0,2,52
1,1,45,1,60,1,28,1,1,2,63
1,1,45,1,61,1,28,2,1,5,-1
1,1,45,1,62,1,30,1,0,3,51
1,1,45,1,63,1,30,1,1,4,73
1,1,45,1,64,1,30,-1,-1,-1,44
1,1,45,1,65,1,30,-1,-1,-1,56
1,1,45,1,66,1,30,2,1,3,-1
1,1,45,1,67,1,35,2,1,2,60
1,1,45,1,68,1,35,3,1,1,60
1,1,45,1,69,1,35,3,1,2,50
1,1,45,1,70,1,35,2,0,4,61
1,1,45,1,71,1,36,1,0,2,55
1,1,45,1,72,1,37,2,0,8,46
1,1,45,1,73,1,38,1,0,2,55
1,1,45,1,74,1,39,2,0,2,55
1,1,45,1,75,1,39,1,0,4,-1
1,1,45,1,76,1,39,5,0,5,-1
1,1,45,1,77,1,40,2,1,4,67
1,1,45,1,78,1,40,2,1,-1,63
1,1,45,1,79,1,40,1,0,1,100
1,1,45,1,80,1,40,2,1,-1,54
1,1,45,1,81,1,40,1,1,3,45
1,1,45,1,82,1,40,2,0,3,64
1,1,45,1,83,1,40,1,1,1,45
1,1,45,1,84,1,40,2,1,1,55
1,1,45,1,85,1,40,3,0,2,71
1,1,45,1,86,1,40,2,0,2,55
1,1,45,1,87,1,40,2,1,1,68
1,1,45,1,88,1,40,2,1,1,59
1,1,45,1,89,1,41,1,0,3,64
1,1,45,1,90,1,42,1,1,2,54
1,1,45,1,91,1,43,2,1,1,-1
1,1,45,1,92,1,44,2,0,5,55
1,1,45,1,93,1,45,2,1,1,56
1,1,45,1,94,1,45,2,1,1,-1
1,1,45,1,95,1,45,5,0,4,70
1,1,45,1,96,1,50,2,1,2,54
1,1,45,1,97,1,50,-1,-1,-1,-1
1,1,45,1,98,1,50,2,1,8,62
1,1,45,1,99,1,50,2,1,4,-1
1,1,45,1,100,1,52,2,0,1,51
1,1,45,1,101,1,54,1,1,3,43
1,1,45,1,102,1,55,2,1,3,67
1,1,45,1,103,1,55,4,0,1,59
1,1,45,1,104,1,57,2,1,3,81
1,1,45,1,105,1,57,2,1,2,54
1,1,45,1,106,1,59,-1,-1,-1,57
1,1,45,1,107,1,60,2,0,8,80
1,1,45,1,108,1,60,5,0,1,78
1,1,45,1,109,1,60,2,1,3,67
1,1,45,1,110,1,60,3,0,4,61
1,1,45,1,111,1,60,3,1,3,62
1,1,45,1,112,1,60,3,1,3,50
1,1,45,1,113,1,65,2,1,4,81
1,1,45,1,114,1,70,4,1,1,81
1,1,45,1,115,1,70,4,0,2,47
1,1,45,1,116,1,70,1,1,5,-1
1,1,45,1,117,1,70,1,0,4,54
1,1,45,1,118,1,70,1,1,5,49
1,1,45,1,119,1,70,2,1,5,-1
1,1,45,1,120,1,70,1,1,1,67
1,1,45,1,121,1,73,5,1,3,83
1,1,45,1,122,1,73,1,1,2,51
1,1,45,1,123,1,75,1,0,2,-1
1,1,45,1,124,1,75,2,1,5,62
1,1,45,1,125,1,75,1,1,3,60
1,1,45,1,126,1,75,3,0,2,54
1,1,45,1,127,1,75,4,1,5,66
1,1,45,1,128,1,78,2,1,3,79
1,1,45,1,129,1,78,2,1,3,71
1,1,45,1,130,1,79,1,0,2,40
1,1,45,1,131,1,79,3,0,2,61
1,1,45,1,132,1,80,3,0,1,38
1,1,45,1,133,1,80,2,1,3,56
1,1,45,1,134,1,80,2,1,3,86
1,1,45,1,135,1,80,2,0,3,77
1,1,45,1,136,1,80,3,0,4,73
1,1,45,1,137,1,80,3,8,3,57
1,1,45,1,138,1,80,1,1,4,70
1,1,45,1,139,1,80,2,1,1,55
1,1,45,1,140,1,80,1,0,5,66
1,1,45,1,141,1,80,2,1,3,80
1,1,45,1,142,1,82,2,1,1,57
1,1,45,1,143,1,84,1,0,4,72
1,1,45,1,144,1,85,3,1,3,73
1,1,45,1,145,1,85,4,1,5,76
1,1,45,1,146,1,85,2,1,2,40
1,1,45,1,147,1,87,2,0,4,76
1,1,45,1,148,1,90,2,0,3,54
1,1,45,1,149,1,95,2,0,3,47
1,1,45,1,150,1,99,2,1,3,53
1,1,45,1,151,1,100,1,1,3,47
1,1,45,1,152,1,100,1,0,3,44
1,1,45,1,153,1,100,5,1,5,90
1,1,45,1,154,1,100,2,1,2,61
1,1,45,1,155,1,100,5,1,1,65
1,1,45,1,156,1,100,5,1,5,65
1,1,45,1,157,1,100,2,1,4,60
1,1,45,1,158,1,100,2,1,4,54
1,1,45,1,159,1,109,2,1,2,59
1,1,45,1,160,1,110,2,1,3,68
1,1,45,1,161,1,110,5,0,1,85
1,1,45,1,162,1,110,2,0,2,71
1,1,45,1,163,1,110,2,1,4,78
1,1,45,1,164,1,116,2,1,2,58
1,1,45,1,165,1,117,2,1,3,76
1,1,45,1,166,1,120,2,1,3,88
1,1,45,1,167,1,120,2,0,2,65
1,1,45,1,168,1,120,3,1,1,86
1,1,45,1,169,1,120,1,0,5,58
1,1,45,1,170,1,120,2,0,2,70
1,1,45,1,171,1,120,7,0,4,69
1,1,45,1,172,1,120,2,1,2,56
1,1,45,1,173,1,120,3,0,2,55
1,1,45,1,174,1,120,2,1,1,84
1,1,45,1,175,1,120,3,0,3,71
1,1,45,1,176,1,123,2,0,2,67
1,1,45,1,177,1,125,2,1,1,62
1,1,45,1,178,1,127,2,1,5,66
1,1,45,1,179,1,130,2,0,5,77
1,1,45,1,180,1,130,2,1,3,82
1,1,45,1,181,1,134,2,1,2,62
1,1,45,1,182,1,135,1,0,4,52
1,1,45,1,183,1,135,5,0,2,73
1,1,45,1,184,1,136,4,0,3,55
1,1,45,1,185,1,138,2,1,1,-1
1,1,45,1,186,1,139,2,1,4,56
1,1,45,1,187,1,140,2,1,3,68
1,1,45,1,188,1,140,2,1,1,81
1,1,45,1,189,1,145,2,0,2,73
1,1,45,1,190,1,150,3,1,1,-1
1,1,45,1,191,1,154,5,0,1,54
1,1,45,1,192,1,160,5,0,5,70
1,1,45,1,193,1,160,3,1,4,53
1,1,45,1,194,1,160,3,1,2,60
1,1,45,1,195,1,160,5,1,3,56
1,1,45,1,196,1,160,2,0,1,57
1,1,45,1,197,1,160,5,1,4,67
1,1,45,1,198,1,168,2,0,1,80
1,1,45,1,199,1,170,1,1,4,-1
1,1,45,1,200,1,175,1,1,3,61
1,1,45,1,201,1,180,5,1,2,71
1,1,45,1,202,1,187,1,1,3,-1
1,1,45,1,203,1,195,2,0,5,66
1,1,45,1,204,1,200,1,1,5,62
1,1,45,1,205,1,200,5,0,4,87
1,1,45,1,206,1,200,7,0,4,90
1,1,45,1,207,1,200,4,0,3,53
1,1,45,1,208,1,200,3,1,3,73
1,1,45,1,209,1,200,1,1,3,58
1,1,45,1,210,1,200,2,1,3,63
1,1,45,1,211,1,207,4,0,3,58
1,1,45,1,212,1,210,3,1,2,48
1,1,45,1,213,1,210,2,1,4,45
1,1,45,1,214,1,210,-1,-1,-1,-1
1,1,45,1,215,1,213,4,0,3,70
1,1,45,1,216,1,220,3,0,1,85
1,1,45,1,217,1,220,-1,-1,-1,56
1,1,45,1,218,1,220,1,1,4,66
1,1,45,1,219,1,250,1,1,3,-1
1,1,45,1,220,1,250,3,0,3,54
1,1,45,1,221,1,258,1,1,4,63
1,1,45,1,222,1,260,2,0,5,73
1,1,45,1,223,1,275,1,1,5,70
1,1,45,1,224,1,280,3,0,5,66
1,1,45,1,225,1,280,3,0,3,59
1,1,45,1,226,1,280,2,0,4,53
1,1,45,1,227,1,320,1,0,8,-1
1,1,45,1,228,1,320,4,0,3,-1
1,1,45,1,229,1,325,7,1,8,-1
1,1,45,1,230,1,340,2,0,5,-1
1,1,45,1,231,1,350,2,0,1,68
1,1,45,1,232,1,400,2,1,2,85
1,1,45,1,233,1,400,2,1,5,80
1,1,45,1,234,1,424,2,1,5,58
1,1,45,1,235,1,430,2,0,2,50
1,1,45,1,236,1,440,2,1,1,57
1,1,45,1,237,1,440,1,1,4,57
1,1,45,1,238,1,453,2,1,4,65
1,1,45,1,239,1,470,2,0,5,63
1,1,45,1,240,1,500,5,1,5,75
1,1,45,1,241,1,510,2,0,1,74
1,1,45,1,242,1,550,4,1,4,-1
1,1,45,1,243,1,582,1,0,1,75
1,1,45,1,244,1,600,2,1,1,66
1,1,45,1,245,1,650,2,1,2,60
1,1,45,1,246,1,680,6,0,5,52
1,1,45,1,247,1,700,2,1,1,57
1,1,45,1,248,1,800,4,0,4,37
1,1,45,1,249,1,922,1,0,3,-1
1,1,45,1,250,1,2500,2,1,5,63
1,1,45,1,251,1,7000,3,1,5,64
1,1,45,1,252,0,,,,,
1,1,45,1,253,0,,,,,
1,1,45,1,254,0,,,,,
1,1,45,1,255,0,,,,,
1,1,45,1,256,0,,,,,
1,1,45,1,257,0,,,,,
1,1,45,1,258,0,,,,,
1,1,45,1,259,0,,,,,
1,1,45,1,260,0,,,,,
1,1,45,1,261,0,,,,,
1,1,45,1,262,0,,,,,
1,1,45,1,263,0,,,,,
1,1,45,1,264,0,,,,,
1,1,45,1,265,0,,,,,
1,1,45,1,266,0,,,,,
1,1,45,1,267,0,,,,,
1,1,45,1,268,0,,,,,
1,1,45,1,269,0,,,,,
1,1,45,1,270,0,,,,,
1,1,45,1,271,0,,,,,
1,1,45,1,272,0,,,,,
1,1,45,1,273,0,,,,,
1,1,45,1,274,0,,,,,
1,1,45,1,275,0,,,,,
1,1,45,1,276,0,,,,,
1,1,45,1,277,0,,,,,
1,1,45,1,278,0,,,,,
1,1,45,1,279,0,,,,,
1,1,45,1,280,0,,,,,
1,1,45,1,281,0,,,,,
1,1,45,1,282,0,,,,,
1,1,45,1,283,0,,,,,
1,1,45,1,284,0,,,,,
1,1,45,1,285,0,,,,,
1,1,45,1,286,0,,,,,
1,1,45,1,287,0,,,,,
1,1,45,1,288,0,,,,,
1,1,45,1,289,0,,,,,
1,1,45,1,290,0,,,,,
1,1,45,1,291,0,,,,,
1,1,45,1,292,0,,,,,
1,1,45,1,293,0,,,,,
1,1,45,1,294,0,,,,,
1,1,45,1,295,0,,,,,
1,1,45,1,296,0,,,,,
1,1,45,1,297,0,,,,,
1,1,45,1,298,0,,,,,
1,1,45,1,299,0,,,,,
1,1,45,1,300,0,,,,,
1,1,45,1,301,0,,,,,
1,1,45,1,302,0,,,,,
1,1,45,1,303,0,,,,,
1,1,45,1,304,0,,,,,
1,1,45,1,305,0,,,,,
1,1,45,1,306,0,,,,,
1,1,45,1,307,0,,,,,
1,1,45,1,308,0,,,,,
1,1,45,1,309,0,,,,,
1,1,45,1,310,0,,,,,
1,1,45,1,311,0,,,,,
1,1,45,1,312,0,,,,,
1,1,45,1,313,0,,,,,
1,1,45,1,314,0,,,,,
1,1,45,1,315,0,,,,,
1,1,45,1,316,0,,,,,
1,1,45,1,317,0,,,,,
1,1,45,1,318,0,,,,,
1,1,45,1,319,0,,,,,
1,1,45,1,320,0,,,,,
1,1,45,1,321,0,,,,,
1,1,45,1,322,0,,,,,
1,1,45,1,323,0,,,,,
1,1,45,1,324,0,,,,,
1,1,45,1,325,0,,,,,
1,1,45,1,326,0,,,,,
1,1,45,1,327,0,,,,,
1,1,45,1,328,0,,,,,
1,1,45,1,329,0,,,,,
1,1,45,1,330,0,,,,,
1,1,45,1,331,0,,,,,
1,1,45,1,332,0,,,,,
1,1,45,1,333,0,,,,,
1,1,45,1,334,0,,,,,
1,1,45,1,335,0,,,,,
1,1,45,1,336,0,,,,,
1,1,45,1,337,0,,,,,
1,1,45,1,338,0,,,,,
1,1,45,1,339,0,,,,,
1,1,45,1,340,0,,,,,
1,1,45,1,341,0,,,,,
1,1,45,1,342,0,,,,,
1,1,45,1,343,0,,,,,
1,1,45,1,344,0,,,,,
1,1,45,1,345,0,,,,,
1,1,45,1,346,0,,,,,
1,1,45,1,347,0,,,,,
1,1,45,1,348,0,,,,,
1,1,45,1,349,0,,,,,
1,1,45,1,350,0,,,,,
1,1,45,1,351,0,,,,,
1,1,45,1,352,0,,,,,
1,1,45,1,353,0,,,,,
1,1,45,1,354,0,,,,,
1,1,45,1,355,0,,,,,
1,1,45,1,356,0,,,,,
1,1,45,1,357,0,,,,,
1,1,45,1,358,0,,,,,
1,1,45,1,359,0,,,,,
1,1,45,1,360,0,,,,,
1,1,45,1,361,0,,,,,
1,1,45,1,362,0,,,,,
1,1,45,1,363,0,,,,,
1,1,45,1,364,0,,,,,
1,1,45,1,365,0,,,,,
1,1,45,1,366,0,,,,,
1,1,45,1,367,0,,,,,
1,1,45,1,368,0,,,,,
1,1,45,1,369,0,,,,,
1,1,45,1,370,0,,,,,
1,1,45,1,371,0,,,,,
1,1,45,1,372,0,,,,,
1,1,45,1,373,0,,,,,
1,1,45,1,374,0,,,,,
1,1,45,1,375,0,,,,,
1,1,45,1,376,0,,,,,
1,1,45,1,377,0,,,,,
1,1,45,1,378,0,,,,,
1,1,45,1,379,0,,,,,
1,1,45,1,380,0,,,,,
1,1,45,1,381,0,,,,,
1,1,45,1,382,0,,,,,
1,1,45,1,383,0,,,,,
1,1,45,1,384,0,,,,,
1,1,45,1,385,0,,,,,
1,1,45,1,386,0,,,,,
1,1,45,1,387,0,,,,,
1,1,45,1,388,0,,,,,
1,1,45,1,389,0,,,,,
1,1,45,1,390,0,,,,,
1,1,45,1,391,0,,,,,
1,1,45,1,392,0,,,,,
1,1,45,1,393,0,,,,,
1,1,45,1,394,0,,,,,
1,1,45,1,395,0,,,,,
1,1,45,1,396,0,,,,,
1,1,45,1,397,0,,,,,
1,1,45,1,398,0,,,,,
1,1,45,1,399,0,,,,,
1,1,45,1,400,0,,,,,
1,1,45,1,401,0,,,,,
1,1,45,1,402,0,,,,,
1,1,45,1,403,0,,,,,
1,1,45,1,404,0,,,,,
1,1,45,1,405,0,,,,,
1,1,45,1,406,0,,,,,
1,1,45,1,407,0,,,,,
1,1,45,1,408,0,,,,,
1,1,45,1,409,0,,,,,
1,1,45,1,410,0,,,,,
1,1,45,1,411,0,,,,,
1,1,45,1,412,0,,,,,
1,1,45,1,413,0,,,,,
1,1,45,1,414,0,,,,,
1,1,45,1,415,0,,,,,
1,1,45,1,416,0,,,,,
1,1,45,1,417,0,,,,,
1,1,45,1,418,0,,,,,
1,1,45,1,419,0,,,,,
1,1,45,1,420,0,,,,,
1,1,45,1,421,0,,,,,
1,1,45,1,422,0,,,,,
1,1,45,1,423,0,,,,,
1,1,45,1,424,0,,,,,
1,1,45,1,425,0,,,,,
1,1,45,1,426,0,,,,,
1,1,45,1,427,0,,,,,
1,1,45,1,428,0,,,,,
1,1,45,1,429,0,,,,,
1,1,45,1,430,0,,,,,
1,1,45,1,431,0,,,,,
1,1,45,1,432,0,,,,,
1,1,45,1,433,0,,,,,
1,1,45,1,434,0,,,,,
1,1,45,1,435,0,,,,,
1,1,45,1,436,0,,,,,
1,1,45,1,437,0,,,,,
1,1,45,1,438,0,,,,,
1,1,45,1,439,0,,,,,
1,1,45,1,440,0,,,,,
1,1,45,1,441,0,,,,,
1,1,45,1,442,0,,,,,
1,1,45,1,443,0,,,,,
1,1,45,1,444,0,,,,,
1,1,45,1,445,0,,,,,
1,1,45,1,446,0,,,,,
1,1,45,1,447,0,,,,,
1,1,45,1,448,0,,,,,
1,1,45,1,449,0,,,,,
1,1,45,1,450,0,,,,,
1,1,45,1,451,0,,,,,
1,1,45,1,452,0,,,,,
1,1,45,1,453,0,,,,,
1,1,45,1,454,0,,,,,
1,1,45,1,455,0,,,,,
1,1,45,1,456,0,,,,,
1,1,45,1,457,0,,,,,
1,1,45,1,458,0,,,,,
1,1,45,1,459,0,,,,,
1,1,45,1,460,0,,,,,
1,1,45,1,461,0,,,,,
1,1,45,1,462,0,,,,,
1,1,45,1,463,0,,,,,
1,1,45,1,464,0,,,,,
1,1,45,1,465,0,,,,,
1,1,45,1,466,0,,,,,
1,1,45,1,467,0,,,,,
1,1,45,1,468,0,,,,,
1,1,45,1,469,0,,,,,
1,1,45,1,470,0,,,,,
1,1,45,1,471,0,,,,,
1,1,45,1,472,0,,,,,
1,1,45,1,473,0,,,,,
1,1,45,1,474,0,,,,,
1,1,45,1,475,0,,,,,
1,1,45,1,476,0,,,,,
1,1,45,1,477,0,,,,,
1,1,45,1,478,0,,,,,
1,1,45,1,479,0,,,,,
1,1,45,1,480,0,,,,,
1,1,45,1,481,0,,,,,
1,1,45,1,482,0,,,,,
1,1,45,1,483,0,,,,,
1,1,45,1,484,0,,,,,
1,1,45,1,485,0,,,,,
1,1,45,1,486,0,,,,,
1,1,45,1,487,0,,,,,
1,1,45,1,488,0,,,,,
1,1,45,1,489,0,,,,,
1,1,45,1,490,0,,,,,
1,1,45,1,491,0,,,,,
1,1,45,1,492,0,,,,,
1,1,45,1,493,0,,,,,
1,1,45,1,494,0,,,,,
1,1,45,1,495,0,,,,,
1,1,45,1,496,0,,,,,
1,1,45,1,497,0,,,,,
1,1,45,1,498,0,,,,,
1,1,45,1,499,0,,,,,
1,1,45,1,500,0,,,,,
1,1,45,1,501,0,,,,,
1,1,45,1,502,0,,,,,
1,1,45,1,503,0,,,,,
1,1,45,1,504,0,,,,,
1,1,45,1,505,0,,,,,
1,1,45,1,506,0,,,,,
1,1,45,1,507,0,,,,,
1,1,45,1,508,0,,,,,
1,1,45,1,509,0,,,,,
1,1,45,1,510,0,,,,,
1,1,45,1,511,0,,,,,
1,1,45,1,512,0,,,,,
1,1,45,1,513,0,,,,,
1,1,45,1,514,0,,,,,
1,1,45,1,515,0,,,,,
1,1,45,1,516,0,,,,,
1,1,45,1,517,0,,,,,
1,1,45,1,518,0,,,,,
1,1,45,1,519,0,,,,,
1,1,45,1,520,0,,,,,
1,1,45,1,521,0,,,,,
1,1,45,1,522,0,,,,,
1,1,45,1,523,0,,,,,
1,1,45,1,524,0,,,,,
1,1,45,1,525,0,,,,,
1,1,45,1,526,0,,,,,
1,1,45,1,527,0,,,,,
1,1,45,1,528,0,,,,,
1,1,45,1,529,0,,,,,
1,1,45,1,530,0,,,,,
1,1,45,1,531,0,,,,,
1,1,45,1,532,0,,,,,
1,1,45,1,533,0,,,,,
1,1,45,1,534,0,,,,,
1,1,45,1,535,0,,,,,
1,1,45,1,536,0,,,,,
1,1,45,1,537,0,,,,,
1,1,45,1,538,0,,,,,
1,1,45,1,539,0,,,,,
1,1,45,1,540,0,,,,,
1,1,45,1,541,0,,,,,
1,1,45,1,542,0,,,,,
1,1,45,1,543,0,,,,,
1,1,45,1,544,0,,,,,
1,1,45,1,545,0,,,,,
1,1,45,1,546,0,,,,,
1,1,45,1,547,0,,,,,
1,1,45,1,548,0,,,,,
1,1,45,1,549,0,,,,,
1,1,45,1,550,0,,,,,
1,1,45,1,551,0,,,,,
1,1,45,1,552,0,,,,,
1,1,45,1,553,0,,,,,
1,1,45,1,554,0,,,,,
1,1,45,1,555,0,,,,,
1,1,45,1,556,0,,,,,
1,1,45,1,557,0,,,,,
1,1,45,1,558,0,,,,,
1,1,45,1,559,0,,,,,
1,1,45,1,560,0,,,,,
1,1,45,1,561,0,,,,,
1,1,45,1,562,0,,,,,
1,1,45,1,563,0,,,,,
1,1,45,1,564,0,,,,,
1,1,45,1,565,0,,,,,
1,1,45,1,566,0,,,,,
1,1,45,1,567,0,,,,,
1,1,45,1,568,0,,,,,
1,1,45,1,569,0,,,,,
1,1,45,1,570,0,,,,,
1,1,45,1,571,0,,,,,
1,1,45,1,572,0,,,,,
1,1,45,1,573,0,,,,,
1,1,45,1,574,0,,,,,
1,1,45,1,575,0,,,,,
1,1,45,1,576,0,,,,,
1,1,45,1,577,0,,,,,
1,1,45,1,578,0,,,,,
1,1,45,1,579,0,,,,,
1,1,45,1,580,0,,,,,
1,1,45,1,581,0,,,,,
1,1,45,1,582,0,,,,,
1,1,45,1,583,0,,,,,
1,1,45,1,584,0,,,,,
1,1,45,1,585,0,,,,,
1,1,45,1,586,0,,,,,
1,1,45,1,587,0,,,,,
1,1,45,1,588,0,,,,,
1,1,45,1,589,0,,,,,
1,1,45,1,590,0,,,,,
1,1,45,1,591,0,,,,,
1,1,45,1,592,0,,,,,
1,1,45,1,593,0,,,,,
1,1,45,1,594,0,,,,,
1,1,45,1,595,0,,,,,
1,1,45,1,596,0,,,,,
1,1,45,1,597,0,,,,,
1,1,45,1,598,0,,,,,
1,1,45,1,599,0,,,,,
1,1,45,1,600,0,,,,,
1,1,45,1,601,0,,,,,
1,1,45,1,602,0,,,,,
1,1,45,1,603,0,,,,,
1,1,45,1,604,0,,,,,
1,1,45,1,605,0,,,,,
1,1,45,1,606,0,,,,,
1,1,45,1,607,0,,,,,
1,1,45,1,608,0,,,,,
1,1,45,1,609,0,,,,,
1,1,45,1,610,0,,,,,
1,1,45,1,611,0,,,,,
1,1,45,1,612,0,,,,,
1,1,45,1,613,0,,,,,
1,1,45,1,614,0,,,,,
1,1,45,1,615,0,,,,,
1,1,45,1,616,0,,,,,
1,1,45,1,617,0,,,,,
1,1,45,1,618,0,,,,,
1,1,45,1,619,0,,,,,
1,1,45,1,620,0,,,,,
1,1,45,1,621,0,,,,,
1,1,45,1,622,0,,,,,
1,1,45,1,623,0,,,,,
1,1,45,1,624,0,,,,,
1,1,45,1,625,0,,,,,
1,1,45,1,626,0,,,,,
1,1,45,1,627,0,,,,,
1,1,45,1,628,0,,,,,
1,1,45,1,629,0,,,,,
1,1,45,1,630,0,,,,,
1,1,45,1,631,0,,,,,
1,1,45,1,632,0,,,,,
1,1,45,1,633,0,,,,,
1,1,45,1,634,0,,,,,
1,1,45,1,635,0,,,,,
